model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__l1_ratio,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split
Decision Tree,0.013112497329711915,0.0012411358827889997,0.046471691131591795,0.0078061714668988215,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.90625,0.85546875,0.87890625,0.859375,0.8671875,0.8734375,0.018255189758668633,173,0.956140350877193,0.8888888888888888,0.8943089430894309,0.8898305084745762,0.9122807017543859,0.908289878616895,0.02537009133428067,175,0.8515625,0.8125,0.859375,0.8203125,0.8125,0.83125,0.020131404260508006,75,0.9008264462809917,0.8489795918367347,0.8764940239043825,0.8536585365853658,0.859504132231405,0.8678925461677759,0.01891718559727483,171,0.927154541015625,0.908782958984375,0.93048095703125,0.87591552734375,0.924957275390625,0.913458251953125,0.02020347939200359,169,,entropy,,1.0,5.0
Decision Tree,0.01867542266845703,0.013160692071216685,0.06619248390197754,0.03836832303884292,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.91015625,0.859375,0.890625,0.86328125,0.87890625,0.88046875,0.018586526958391122,141,0.9487179487179487,0.896551724137931,0.8968253968253969,0.8842975206611571,0.9145299145299145,0.9081845009744697,0.02244176121274684,177,0.8671875,0.8125,0.8828125,0.8359375,0.8359375,0.846875,0.024999999999999998,17,0.9061224489795918,0.8524590163934426,0.889763779527559,0.8594377510040161,0.8734693877551021,0.8762504767319422,0.01965390478123035,131,0.934356689453125,0.9200439453125,0.94775390625,0.89013671875,0.9384765625,0.926153564453125,0.020101059309483867,143,,entropy,,1.0,10.0
Decision Tree,0.028715753555297853,0.011119493008096594,0.10971655845642089,0.021729982838914946,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.91015625,0.859375,0.8984375,0.85546875,0.875,0.8796875,0.021452390965228094,151,0.9487179487179487,0.896551724137931,0.9322033898305084,0.8760330578512396,0.9210526315789473,0.914911750423315,0.025800052555008626,155,0.8671875,0.8125,0.859375,0.828125,0.8203125,0.8375,0.021763106683100185,45,0.9061224489795918,0.8524590163934426,0.8943089430894309,0.8514056224899599,0.8677685950413223,0.8744129251987495,0.02216665351071571,151,0.931427001953125,0.91864013671875,0.94256591796875,0.8924560546875,0.92547607421875,0.922113037109375,0.016780810103520262,157,,entropy,,2.0,2.0
Decision Tree,0.011918401718139649,0.007421561675639981,0.04099740982055664,0.019692804608050302,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.91015625,0.859375,0.89453125,0.8515625,0.8828125,0.8796875,0.021735043348818053,151,0.9646017699115044,0.896551724137931,0.9243697478991597,0.875,0.9224137931034483,0.9165874070104086,0.030102596763162768,141,0.8515625,0.8125,0.859375,0.8203125,0.8359375,0.8359375,0.017815241017174032,55,0.9045643153526971,0.8524590163934426,0.8906882591093117,0.8467741935483871,0.8770491803278688,0.8743069929463415,0.02203070654374774,153,0.938262939453125,0.91815185546875,0.941925048828125,0.8857421875,0.933868408203125,0.923590087890625,0.020587108441226826,151,,entropy,,2.0,5.0
Decision Tree,0.012053346633911133,0.008515270399642404,0.049223804473876955,0.033157332261966245,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9140625,0.87109375,0.890625,0.8515625,0.87890625,0.88125,0.020758328524353786,135,0.9568965517241379,0.9203539823008849,0.9032258064516129,0.8629032258064516,0.9145299145299145,0.9115818961626004,0.03026052048155469,163,0.8671875,0.8125,0.875,0.8359375,0.8359375,0.8453125,0.022857404434887176,19,0.9098360655737705,0.8630705394190872,0.8888888888888888,0.8492063492063492,0.8734693877551021,0.8768942461686396,0.020968925014656793,127,0.938385009765625,0.92510986328125,0.9608154296875,0.892120361328125,0.93463134765625,0.93021240234375,0.022360247610300105,91,,entropy,,2.0,10.0
Decision Tree,0.018117237091064452,0.009051429597234012,0.07202482223510742,0.027008618025094206,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.91015625,0.875,0.90234375,0.8671875,0.87890625,0.88671875,0.016572815184059706,75,0.9565217391304348,0.9285714285714286,0.905511811023622,0.8852459016393442,0.9145299145299145,0.9180761589789489,0.023817967181196033,135,0.859375,0.8125,0.8984375,0.84375,0.8359375,0.85,0.028555729503901665,7,0.9053497942386831,0.8666666666666667,0.9019607843137255,0.864,0.8734693877551021,0.8822893265948354,0.017748857475338668,31,0.939453125,0.938690185546875,0.969970703125,0.9061279296875,0.94189453125,0.939227294921875,0.02023946028034095,43,,entropy,,5.0,2.0
Decision Tree,0.016823434829711915,0.009386895943767029,0.06519994735717774,0.03433296088011191,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.91015625,0.875,0.90234375,0.8671875,0.87890625,0.88671875,0.016572815184059706,75,0.9565217391304348,0.9285714285714286,0.905511811023622,0.8852459016393442,0.9145299145299145,0.9180761589789489,0.023817967181196033,135,0.859375,0.8125,0.8984375,0.84375,0.8359375,0.85,0.028555729503901665,7,0.9053497942386831,0.8666666666666667,0.9019607843137255,0.864,0.8734693877551021,0.8822893265948354,0.017748857475338668,31,0.939453125,0.938690185546875,0.969970703125,0.9061279296875,0.94189453125,0.939227294921875,0.02023946028034095,43,,entropy,,5.0,5.0
Decision Tree,0.007514667510986328,0.0010615309618468927,0.0401252269744873,0.0030492429153487622,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.91015625,0.875,0.90234375,0.8671875,0.87890625,0.88671875,0.016572815184059706,75,0.9565217391304348,0.9285714285714286,0.905511811023622,0.8852459016393442,0.9145299145299145,0.9180761589789489,0.023817967181196033,135,0.859375,0.8125,0.8984375,0.84375,0.8359375,0.85,0.028555729503901665,7,0.9053497942386831,0.8666666666666667,0.9019607843137255,0.864,0.8734693877551021,0.8822893265948354,0.017748857475338668,31,0.939453125,0.938690185546875,0.969970703125,0.9061279296875,0.94189453125,0.939227294921875,0.02023946028034095,43,,entropy,,5.0,10.0
Decision Tree,0.012667703628540038,0.007977120603461918,0.051802778244018556,0.0247511392082319,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,1.0,2.0
Decision Tree,0.00983600616455078,0.002743702223139668,0.056978273391723636,0.031512380920816284,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,1.0,5.0
Decision Tree,0.00784602165222168,0.001339704088394813,0.040699195861816403,0.006099363090509497,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,1.0,10.0
Decision Tree,0.02380237579345703,0.009790154512374524,0.10638847351074218,0.05398085529170888,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,2.0,2.0
Decision Tree,0.018348312377929686,0.00991331572698994,0.09264659881591797,0.04690421600156348,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,2.0,5.0
Decision Tree,0.011175727844238282,0.006923767804813089,0.05564680099487305,0.019654412740062785,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,2.0,10.0
Decision Tree,0.015739870071411134,0.012543686177259867,0.061576032638549806,0.029506894846551522,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,5.0,2.0
Decision Tree,0.021005868911743164,0.010984177408910516,0.09851107597351075,0.04969847961669469,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,5.0,5.0
Decision Tree,0.014168882369995117,0.007956010522385986,0.0800483226776123,0.04339102991771859,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.9140625,0.87109375,0.890625,0.87109375,0.87890625,0.88515625,0.016124818312929917,97,0.9649122807017544,0.9523809523809523,0.8787878787878788,0.9357798165137615,0.944954128440367,0.9353630113649428,0.02985189613462689,63,0.859375,0.78125,0.90625,0.796875,0.8046875,0.8296875,0.04645646483537033,81,0.9090909090909091,0.8583690987124464,0.8923076923076924,0.8607594936708861,0.869198312236287,0.8779451012036443,0.01965409203813471,101,0.94952392578125,0.90869140625,0.95050048828125,0.909515380859375,0.92755126953125,0.929156494140625,0.01831703172926777,99,,entropy,3,5.0,10.0
Decision Tree,0.010200595855712891,0.002815656243701131,0.05160083770751953,0.004173569124874866,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.91796875,0.890625,0.91796875,0.8828125,0.890625,0.9,0.01494619255446015,1,0.9734513274336283,0.9716981132075472,0.9572649572649573,0.9622641509433962,0.9629629629629629,0.9655283023624983,0.006105070270916238,13,0.859375,0.8046875,0.875,0.796875,0.8125,0.8296875,0.03140586131600279,81,0.9128630705394191,0.8803418803418803,0.9142857142857143,0.8717948717948718,0.8813559322033898,0.892128293833055,0.01782859285544881,1,0.9351806640625,0.94219970703125,0.96307373046875,0.917999267578125,0.942474365234375,0.940185546875,0.014494442520112638,37,,entropy,5,1.0,2.0
Decision Tree,0.01612720489501953,0.007757052147979845,0.0942568302154541,0.05584114184537673,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.91796875,0.890625,0.91796875,0.8828125,0.890625,0.9,0.01494619255446015,1,0.9734513274336283,0.9716981132075472,0.9572649572649573,0.9622641509433962,0.9629629629629629,0.9655283023624983,0.006105070270916238,13,0.859375,0.8046875,0.875,0.796875,0.8125,0.8296875,0.03140586131600279,81,0.9128630705394191,0.8803418803418803,0.9142857142857143,0.8717948717948718,0.8813559322033898,0.892128293833055,0.01782859285544881,1,0.9351806640625,0.94219970703125,0.96307373046875,0.917999267578125,0.942474365234375,0.940185546875,0.014494442520112638,37,,entropy,5,1.0,5.0
Decision Tree,0.013083744049072265,0.007498972086714259,0.048355817794799805,0.006895651296128008,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.91796875,0.890625,0.91796875,0.8828125,0.890625,0.9,0.01494619255446015,1,0.9734513274336283,0.9716981132075472,0.9572649572649573,0.9622641509433962,0.9629629629629629,0.9655283023624983,0.006105070270916238,13,0.859375,0.8046875,0.875,0.796875,0.8125,0.8296875,0.03140586131600279,81,0.9128630705394191,0.8803418803418803,0.9142857142857143,0.8717948717948718,0.8813559322033898,0.892128293833055,0.01782859285544881,1,0.9351806640625,0.94219970703125,0.96307373046875,0.917999267578125,0.942474365234375,0.940185546875,0.014494442520112638,37,,entropy,5,1.0,10.0
Decision Tree,0.016707372665405274,0.007795084126072375,0.09339170455932617,0.054353579411353596,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.921875,0.890625,0.9140625,0.8828125,0.890625,0.9,0.01514899955442603,1,0.9821428571428571,0.9716981132075472,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9671929271961803,0.008854353584911124,7,0.859375,0.8046875,0.8671875,0.796875,0.8125,0.828125,0.029231698334171417,113,0.9166666666666666,0.8803418803418803,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8919990833161158,0.017799015784038592,7,0.941375732421875,0.94219970703125,0.962127685546875,0.917999267578125,0.941314697265625,0.94100341796875,0.013979214829742345,25,,entropy,5,2.0,2.0
Decision Tree,0.015528440475463867,0.015759062041853362,0.11545891761779785,0.05655081071576399,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.921875,0.890625,0.9140625,0.8828125,0.890625,0.9,0.01514899955442603,1,0.9821428571428571,0.9716981132075472,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9671929271961803,0.008854353584911124,7,0.859375,0.8046875,0.8671875,0.796875,0.8125,0.828125,0.029231698334171417,113,0.9166666666666666,0.8803418803418803,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8919990833161158,0.017799015784038592,7,0.941375732421875,0.94219970703125,0.962127685546875,0.917999267578125,0.941314697265625,0.94100341796875,0.013979214829742345,25,,entropy,5,2.0,5.0
Decision Tree,0.02360706329345703,0.010313505405712225,0.09651436805725097,0.03035957242101226,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.921875,0.890625,0.9140625,0.8828125,0.890625,0.9,0.01514899955442603,1,0.9821428571428571,0.9716981132075472,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9671929271961803,0.008854353584911124,7,0.859375,0.8046875,0.8671875,0.796875,0.8125,0.828125,0.029231698334171417,113,0.9166666666666666,0.8803418803418803,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8919990833161158,0.017799015784038592,7,0.941375732421875,0.94219970703125,0.962127685546875,0.917999267578125,0.941314697265625,0.94100341796875,0.013979214829742345,25,,entropy,5,2.0,10.0
Decision Tree,0.01520071029663086,0.004501584068797669,0.11016659736633301,0.05133284888082435,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.921875,0.88671875,0.9140625,0.8828125,0.890625,0.89921875,0.01570293065800139,13,0.9821428571428571,0.9805825242718447,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9689698094090398,0.010345974520487517,1,0.859375,0.7890625,0.8671875,0.796875,0.8125,0.825,0.032249636625859834,151,0.9166666666666666,0.8744588744588745,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8908224821395146,0.018702253384720785,13,0.947235107421875,0.94146728515625,0.958831787109375,0.917999267578125,0.941009521484375,0.94130859375,0.013308833033608213,13,,entropy,5,5.0,2.0
Decision Tree,0.012760782241821289,0.009226157993652125,0.0625640869140625,0.017857175916278004,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.921875,0.88671875,0.9140625,0.8828125,0.890625,0.89921875,0.01570293065800139,13,0.9821428571428571,0.9805825242718447,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9689698094090398,0.010345974520487517,1,0.859375,0.7890625,0.8671875,0.796875,0.8125,0.825,0.032249636625859834,151,0.9166666666666666,0.8744588744588745,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8908224821395146,0.018702253384720785,13,0.947235107421875,0.94146728515625,0.958831787109375,0.917999267578125,0.941009521484375,0.94130859375,0.013308833033608213,13,,entropy,5,5.0,5.0
Decision Tree,0.02167367935180664,0.010289372170018428,0.09288644790649414,0.04569101598558099,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.921875,0.88671875,0.9140625,0.8828125,0.890625,0.89921875,0.01570293065800139,13,0.9821428571428571,0.9805825242718447,0.9568965517241379,0.9622641509433962,0.9629629629629629,0.9689698094090398,0.010345974520487517,1,0.859375,0.7890625,0.8671875,0.796875,0.8125,0.825,0.032249636625859834,151,0.9166666666666666,0.8744588744588745,0.9098360655737705,0.8717948717948718,0.8813559322033898,0.8908224821395146,0.018702253384720785,13,0.947235107421875,0.94146728515625,0.958831787109375,0.917999267578125,0.941009521484375,0.94130859375,0.013308833033608213,13,,entropy,5,5.0,10.0
Decision Tree,0.009012889862060548,0.0017764837361275957,0.039551925659179685,0.0038126338486219216,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.91015625,0.87109375,0.90234375,0.875,0.8828125,0.88828125,0.015349127112803517,49,0.9487179487179487,0.9439252336448598,0.9327731092436975,0.9363636363636364,0.9454545454545454,0.9414468946849375,0.005935414467147512,43,0.8671875,0.7890625,0.8671875,0.8046875,0.8125,0.828125,0.03277527650531724,113,0.9061224489795918,0.8595744680851064,0.8987854251012146,0.865546218487395,0.8739495798319328,0.8807956280970481,0.018411035575498048,73,0.93218994140625,0.935699462890625,0.946319580078125,0.90234375,0.93902587890625,0.93111572265625,0.015124277724210138,89,,entropy,7,1.0,2.0
Decision Tree,0.008077764511108398,0.002397375864813722,0.0358729362487793,0.0017262716343046357,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.91015625,0.86328125,0.8984375,0.875,0.8828125,0.8859375,0.01664630918176759,91,0.9487179487179487,0.926605504587156,0.925,0.9363636363636364,0.9454545454545454,0.9364283270246574,0.009587555523814031,61,0.8671875,0.7890625,0.8671875,0.8046875,0.8125,0.828125,0.03277527650531724,113,0.9061224489795918,0.8523206751054853,0.8951612903225806,0.865546218487395,0.8739495798319328,0.8786200425453969,0.019567268909557945,97,0.93218994140625,0.934906005859375,0.95074462890625,0.90216064453125,0.93902587890625,0.931805419921875,0.0161208117834509,87,,entropy,7,1.0,5.0
Decision Tree,0.014817237854003906,0.006421179971204522,0.06968002319335938,0.042816837568320394,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.91015625,0.86328125,0.8984375,0.875,0.88671875,0.88671875,0.016572815184059706,75,0.9487179487179487,0.926605504587156,0.9180327868852459,0.9363636363636364,0.9304347826086956,0.9320309318325364,0.010248510879077865,87,0.8671875,0.7890625,0.875,0.8046875,0.8359375,0.834375,0.033657280044590655,65,0.9061224489795918,0.8523206751054853,0.896,0.865546218487395,0.8806584362139918,0.8801295557572928,0.0195641957774822,81,0.93804931640625,0.93505859375,0.95452880859375,0.905487060546875,0.94256591796875,0.935137939453125,0.016240921785873625,69,,entropy,7,1.0,10.0
Decision Tree,0.007783222198486328,0.0012938910293129637,0.039830589294433595,0.003993172086295317,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9140625,0.86328125,0.89453125,0.875,0.88671875,0.88671875,0.017293705954045824,75,0.9568965517241379,0.926605504587156,0.9316239316239316,0.9363636363636364,0.9459459459459459,0.9394871140489615,0.010791910328258434,51,0.8671875,0.7890625,0.8515625,0.8046875,0.8203125,0.8265625,0.028980057798424077,125,0.9098360655737705,0.8523206751054853,0.889795918367347,0.865546218487395,0.8786610878661087,0.8792319930800213,0.019799248292644293,95,0.942718505859375,0.93505859375,0.942413330078125,0.90216064453125,0.947052001953125,0.933880615234375,0.016321428468056714,75,,entropy,7,2.0,2.0
Decision Tree,0.014820528030395509,0.012073895928494211,0.05700860023498535,0.03483510905318049,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9140625,0.86328125,0.890625,0.875,0.88671875,0.8859375,0.017009016450841595,91,0.9568965517241379,0.926605504587156,0.923728813559322,0.9363636363636364,0.9459459459459459,0.9379080904360396,0.012299223237973243,53,0.8671875,0.7890625,0.8515625,0.8046875,0.8203125,0.8265625,0.028980057798424077,125,0.9098360655737705,0.8523206751054853,0.8861788617886179,0.865546218487395,0.8786610878661087,0.8785085817642756,0.019463283445957547,99,0.942718505859375,0.93505859375,0.9420166015625,0.90216064453125,0.947052001953125,0.93380126953125,0.01628066772840183,77,,entropy,7,2.0,5.0
Decision Tree,0.014762449264526366,0.007650357171838049,0.07993497848510742,0.0405275855513639,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9140625,0.86328125,0.890625,0.875,0.88671875,0.8859375,0.017009016450841595,91,0.9568965517241379,0.926605504587156,0.9098360655737705,0.9363636363636364,0.9304347826086956,0.9320273081714792,0.015242482454488929,89,0.8671875,0.7890625,0.8671875,0.8046875,0.8359375,0.8328125,0.03186887195995491,71,0.9098360655737705,0.8523206751054853,0.888,0.865546218487395,0.8806584362139918,0.8792722790761285,0.01963177671574966,87,0.942535400390625,0.93505859375,0.961181640625,0.905487060546875,0.946990966796875,0.938250732421875,0.01846198565477536,55,,entropy,7,2.0,10.0
Decision Tree,0.014551687240600585,0.012174480477137895,0.0531975269317627,0.042586714165591615,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.91015625,0.87109375,0.90234375,0.875,0.88671875,0.8890625,0.01514899955442603,43,0.9565217391304348,0.9439252336448598,0.905511811023622,0.9137931034482759,0.9304347826086956,0.9300373339711776,0.018760766191910524,91,0.859375,0.7890625,0.8984375,0.828125,0.8359375,0.8421875,0.036106937525910446,21,0.9053497942386831,0.8595744680851064,0.9019607843137255,0.8688524590163934,0.8806584362139918,0.88327918837358,0.0179612154149203,25,0.946380615234375,0.936004638671875,0.969268798828125,0.90289306640625,0.940460205078125,0.93900146484375,0.02137984422256736,49,,entropy,7,5.0,2.0
Decision Tree,0.017234277725219727,0.008716968464738935,0.09044914245605469,0.05062523764775251,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.91015625,0.87109375,0.90234375,0.875,0.88671875,0.8890625,0.01514899955442603,43,0.9565217391304348,0.9439252336448598,0.905511811023622,0.9137931034482759,0.9304347826086956,0.9300373339711776,0.018760766191910524,91,0.859375,0.7890625,0.8984375,0.828125,0.8359375,0.8421875,0.036106937525910446,21,0.9053497942386831,0.8595744680851064,0.9019607843137255,0.8688524590163934,0.8806584362139918,0.88327918837358,0.0179612154149203,25,0.946380615234375,0.936004638671875,0.969268798828125,0.90289306640625,0.940460205078125,0.93900146484375,0.02137984422256736,49,,entropy,7,5.0,5.0
