model,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__l1_ratio,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split
Decision Tree,0.035755491256713866,0.016955935793322673,0.09471573829650878,0.02300942472844854,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,2.0,2.0
Decision Tree,0.012818336486816406,0.008979998860928318,0.04736337661743164,0.003568242748592248,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,2.0,5.0
Decision Tree,0.020115756988525392,0.01746864427271799,0.06062960624694824,0.047939835728766395,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,2.0,10.0
Decision Tree,0.01677412986755371,0.02072414293974344,0.07544989585876465,0.04267096270012238,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,5.0,2.0
Decision Tree,0.019279098510742186,0.020082509735359418,0.08238673210144043,0.09418220877988277,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,5.0,5.0
Decision Tree,0.010781478881835938,0.005431306602121717,0.09416565895080567,0.07835248414774293,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.9140625,0.87109375,0.91796875,0.875,0.875,0.890625,0.02081705092886598,19,0.9649122807017544,0.9523809523809523,0.9572649572649573,0.9444444444444444,0.9615384615384616,0.9561082192661141,0.007187116712851194,19,0.859375,0.78125,0.875,0.796875,0.78125,0.81875,0.04026280852101602,163,0.9090909090909091,0.8583690987124464,0.9142857142857143,0.864406779661017,0.8620689655172413,0.8816442934534656,0.024661058775670847,55,0.94830322265625,0.934326171875,0.946868896484375,0.89910888671875,0.9161376953125,0.928948974609375,0.01886363957693359,117,,gini,3,5.0,10.0
Decision Tree,0.009778308868408202,0.004403713488467325,0.1063720703125,0.09753701338426107,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.921875,0.8515625,0.90234375,0.87109375,0.87890625,0.88515625,0.024531747606418096,97,0.9821428571428571,0.9017857142857143,0.9256198347107438,0.9279279279279279,0.944954128440367,0.936486092501522,0.02665213604100169,55,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.8995983935742972,0.8619246861924686,0.869198312236287,0.8778109450672773,0.026897656179953783,119,0.9500732421875,0.935089111328125,0.94171142578125,0.91357421875,0.928497314453125,0.9337890625,0.012379587878753593,79,,gini,5,1.0,2.0
Decision Tree,0.007176923751831055,0.001170735281107989,0.03092188835144043,0.0023247592779524384,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.921875,0.8515625,0.90234375,0.87109375,0.87890625,0.88515625,0.024531747606418096,97,0.9821428571428571,0.9017857142857143,0.9256198347107438,0.9279279279279279,0.944954128440367,0.936486092501522,0.02665213604100169,55,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.8995983935742972,0.8619246861924686,0.869198312236287,0.8778109450672773,0.026897656179953783,119,0.9500732421875,0.935089111328125,0.94171142578125,0.91357421875,0.928497314453125,0.9337890625,0.012379587878753593,79,,gini,5,1.0,5.0
Decision Tree,0.024361371994018555,0.020153695446708697,0.17593979835510254,0.11904987148238742,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.921875,0.8515625,0.90234375,0.87109375,0.87890625,0.88515625,0.024531747606418096,97,0.9821428571428571,0.9017857142857143,0.9256198347107438,0.9279279279279279,0.944954128440367,0.936486092501522,0.02665213604100169,55,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.8995983935742972,0.8619246861924686,0.869198312236287,0.8778109450672773,0.026897656179953783,119,0.9500732421875,0.935089111328125,0.948455810546875,0.91357421875,0.928497314453125,0.935137939453125,0.013487203515747576,69,,gini,5,1.0,10.0
Decision Tree,0.008933496475219727,0.0024145169180483927,0.04417686462402344,0.0030166699834073773,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.921875,0.8515625,0.91015625,0.87109375,0.87890625,0.88671875,0.025793084405029965,75,0.9821428571428571,0.9017857142857143,0.9411764705882353,0.9279279279279279,0.944954128440367,0.9395974196770203,0.02610442139560273,45,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.9068825910931174,0.8619246861924686,0.869198312236287,0.8792677845710413,0.028203812945706817,89,0.9500732421875,0.935089111328125,0.951446533203125,0.91357421875,0.927215576171875,0.935479736328125,0.014256294378690703,65,,gini,5,2.0,2.0
Decision Tree,0.01950182914733887,0.021034539136479454,0.08068661689758301,0.055350375776292045,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.921875,0.8515625,0.91015625,0.87109375,0.87890625,0.88671875,0.025793084405029965,75,0.9821428571428571,0.9017857142857143,0.9411764705882353,0.9279279279279279,0.944954128440367,0.9395974196770203,0.02610442139560273,45,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.9068825910931174,0.8619246861924686,0.869198312236287,0.8792677845710413,0.028203812945706817,89,0.9500732421875,0.935089111328125,0.951446533203125,0.91357421875,0.927215576171875,0.935479736328125,0.014256294378690703,65,,gini,5,2.0,5.0
Decision Tree,0.018461894989013673,0.007650294674975888,0.09673266410827637,0.053896603894665954,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.921875,0.8515625,0.91015625,0.87109375,0.87890625,0.88671875,0.025793084405029965,75,0.9821428571428571,0.9017857142857143,0.9411764705882353,0.9279279279279279,0.944954128440367,0.9395974196770203,0.02610442139560273,45,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8416666666666667,0.9068825910931174,0.8619246861924686,0.869198312236287,0.8792677845710413,0.028203812945706817,89,0.9500732421875,0.935089111328125,0.95819091796875,0.91357421875,0.927215576171875,0.93682861328125,0.015924644240622985,63,,gini,5,2.0,10.0
Decision Tree,0.017713451385498048,0.013721349305135216,0.09065113067626954,0.0636755374794216,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.921875,0.85546875,0.9140625,0.87109375,0.87890625,0.88828125,0.025507543308303918,49,0.9821428571428571,0.9099099099099099,0.9491525423728814,0.9279279279279279,0.944954128440367,0.9428174731587887,0.024065703810172975,37,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8451882845188284,0.9105691056910569,0.8619246861924686,0.869198312236287,0.8807094110610615,0.028041566680394966,75,0.956207275390625,0.935699462890625,0.95794677734375,0.91357421875,0.926544189453125,0.937994384765625,0.01710278048650141,57,,gini,5,5.0,2.0
Decision Tree,0.007645702362060547,0.000568249956448791,0.040087890625,0.005372276036331395,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.921875,0.85546875,0.9140625,0.87109375,0.87890625,0.88828125,0.025507543308303918,49,0.9821428571428571,0.9099099099099099,0.9491525423728814,0.9279279279279279,0.944954128440367,0.9428174731587887,0.024065703810172975,37,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8451882845188284,0.9105691056910569,0.8619246861924686,0.869198312236287,0.8807094110610615,0.028041566680394966,75,0.956207275390625,0.935699462890625,0.95794677734375,0.91357421875,0.926544189453125,0.937994384765625,0.01710278048650141,57,,gini,5,5.0,5.0
Decision Tree,0.009865903854370117,0.004175652685497906,0.09068708419799805,0.06414200607243577,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.921875,0.85546875,0.9140625,0.87109375,0.87890625,0.88828125,0.025507543308303918,49,0.9821428571428571,0.9099099099099099,0.9491525423728814,0.9279279279279279,0.944954128440367,0.9428174731587887,0.024065703810172975,37,0.859375,0.7890625,0.875,0.8046875,0.8046875,0.8265625,0.03401803290168319,125,0.9166666666666666,0.8451882845188284,0.9105691056910569,0.8619246861924686,0.869198312236287,0.8807094110610615,0.028041566680394966,75,0.956207275390625,0.935699462890625,0.95794677734375,0.91357421875,0.926544189453125,0.937994384765625,0.01710278048650141,57,,gini,5,5.0,10.0
Decision Tree,0.015921688079833983,0.008490376604872936,0.09959526062011718,0.07474125191245373,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.91015625,0.87109375,0.8984375,0.859375,0.87109375,0.88203125,0.01904071501086553,127,0.9565217391304348,0.8991596638655462,0.925,0.896551724137931,0.9203539823008849,0.9195174218869594,0.021642271486633047,129,0.859375,0.8359375,0.8671875,0.8125,0.8125,0.8375,0.022857404434887176,45,0.9053497942386831,0.8663967611336032,0.8951612903225806,0.8524590163934426,0.8630705394190872,0.8764874803014793,0.02020370431510155,129,0.936798095703125,0.9210205078125,0.93927001953125,0.88616943359375,0.917724609375,0.920196533203125,0.018994960423995903,161,,gini,7,1.0,2.0
Decision Tree,0.022028255462646484,0.020812635303395936,0.0868117332458496,0.06422631009469794,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9140625,0.86328125,0.89453125,0.859375,0.87109375,0.88046875,0.020758328524353786,141,0.9568965517241379,0.8974358974358975,0.9105691056910569,0.896551724137931,0.9203539823008849,0.9163614522579817,0.022105147894280502,147,0.8671875,0.8203125,0.875,0.8125,0.8125,0.8375,0.02768757054167086,45,0.9098360655737705,0.8571428571428571,0.8924302788844621,0.8524590163934426,0.8630705394190872,0.874987751482724,0.022300900695901685,147,0.936981201171875,0.919677734375,0.936737060546875,0.8861083984375,0.921051025390625,0.920111083984375,0.01853794949128718,163,,gini,7,1.0,5.0
Decision Tree,0.008550453186035156,0.001712652001778602,0.04553861618041992,0.007949855435102637,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.91796875,0.87109375,0.890625,0.8515625,0.87109375,0.88046875,0.022453293536249867,141,0.9652173913043478,0.905982905982906,0.9032258064516129,0.8879310344827587,0.9203539823008849,0.916542224104502,0.026424336329797325,143,0.8671875,0.828125,0.875,0.8046875,0.8125,0.8375,0.02855572950390167,45,0.9135802469135802,0.8653061224489796,0.8888888888888888,0.8442622950819673,0.8630705394190872,0.8750216185505006,0.023926655198860825,143,0.949127197265625,0.9322509765625,0.942413330078125,0.901519775390625,0.92449951171875,0.929962158203125,0.01653105404670981,95,,gini,7,1.0,10.0
Decision Tree,0.017502307891845703,0.011065886386874014,0.10701241493225097,0.0767619535388889,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.90625,0.87109375,0.8984375,0.86328125,0.87109375,0.88203125,0.017009016450841595,127,0.956140350877193,0.905982905982906,0.9396551724137931,0.911504424778761,0.9203539823008849,0.9267273672707075,0.018627627002174695,109,0.8515625,0.828125,0.8515625,0.8046875,0.8125,0.8296875,0.01939011507186071,81,0.9008264462809917,0.8653061224489796,0.8934426229508197,0.8547717842323651,0.8630705394190872,0.8754835030664487,0.018173776699422977,137,0.94281005859375,0.92999267578125,0.943267822265625,0.90106201171875,0.919891357421875,0.92740478515625,0.015786379462078347,137,,gini,7,2.0,2.0
Decision Tree,0.021192455291748048,0.016724724744141647,0.10367488861083984,0.05416754303432052,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.90625,0.87109375,0.8984375,0.86328125,0.87109375,0.88203125,0.017009016450841595,127,0.956140350877193,0.905982905982906,0.9396551724137931,0.911504424778761,0.9203539823008849,0.9267273672707075,0.018627627002174695,109,0.8515625,0.828125,0.8515625,0.8046875,0.8125,0.8296875,0.01939011507186071,81,0.9008264462809917,0.8653061224489796,0.8934426229508197,0.8547717842323651,0.8630705394190872,0.8754835030664487,0.018173776699422977,137,0.94281005859375,0.92999267578125,0.943267822265625,0.901275634765625,0.919891357421875,0.927447509765625,0.015715155381979887,135,,gini,7,2.0,5.0
Decision Tree,0.020471525192260743,0.012478899658001301,0.15980114936828613,0.07278262015041946,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.91796875,0.87109375,0.8984375,0.8515625,0.87109375,0.88203125,0.023359244355821956,127,0.9652173913043478,0.905982905982906,0.9322033898305084,0.8947368421052632,0.9203539823008849,0.9236989023047821,0.024330874145381837,117,0.8671875,0.828125,0.859375,0.796875,0.8125,0.8328125,0.026882266459508208,71,0.9135802469135802,0.8653061224489796,0.8943089430894309,0.8429752066115702,0.8630705394190872,0.8758482116965297,0.024978166878417606,133,0.949127197265625,0.9322509765625,0.953826904296875,0.905120849609375,0.926666259765625,0.9333984375,0.017383768291127748,83,,gini,7,2.0,10.0
Decision Tree,0.03786845207214355,0.03598102612095342,0.09545512199401855,0.05568437290461791,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.91796875,0.8828125,0.9140625,0.84765625,0.87890625,0.88828125,0.02574571414575638,49,0.9652173913043478,0.9375,0.9491525423728814,0.8803418803418803,0.9369369369369369,0.9338297501912093,0.02864978024013588,81,0.8671875,0.8203125,0.875,0.8046875,0.8125,0.8359375,0.029231698334171417,55,0.9135802469135802,0.875,0.9105691056910569,0.8408163265306122,0.8702928870292888,0.8820517132329077,0.027186922879793993,37,0.959442138671875,0.944122314453125,0.96197509765625,0.90875244140625,0.936370849609375,0.942132568359375,0.01920800125561825,1,,gini,7,5.0,2.0
Decision Tree,0.012411546707153321,0.003394387127481356,0.06602897644042968,0.011800737055514435,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.91796875,0.8828125,0.9140625,0.84765625,0.87890625,0.88828125,0.02574571414575638,49,0.9652173913043478,0.9375,0.9491525423728814,0.8803418803418803,0.9369369369369369,0.9338297501912093,0.02864978024013588,81,0.8671875,0.8203125,0.875,0.8046875,0.8125,0.8359375,0.029231698334171417,55,0.9135802469135802,0.875,0.9105691056910569,0.8408163265306122,0.8702928870292888,0.8820517132329077,0.027186922879793993,37,0.959442138671875,0.944122314453125,0.96197509765625,0.90875244140625,0.936370849609375,0.942132568359375,0.01920800125561825,1,,gini,7,5.0,5.0
Decision Tree,0.01908087730407715,0.01258336521908283,0.0816917896270752,0.01754168924364806,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.91796875,0.8828125,0.9140625,0.84765625,0.87890625,0.88828125,0.02574571414575638,49,0.9652173913043478,0.9375,0.9491525423728814,0.8803418803418803,0.9369369369369369,0.9338297501912093,0.02864978024013588,81,0.8671875,0.8203125,0.875,0.8046875,0.8125,0.8359375,0.029231698334171417,55,0.9135802469135802,0.875,0.9105691056910569,0.8408163265306122,0.8702928870292888,0.8820517132329077,0.027186922879793993,37,0.959442138671875,0.944122314453125,0.96197509765625,0.90875244140625,0.936370849609375,0.942132568359375,0.01920800125561825,1,,gini,7,5.0,10.0
Decision Tree,0.036394691467285155,0.028722708064262283,0.1063344955444336,0.05017511870990241,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.890625,0.875,0.87890625,0.84765625,0.8671875,0.871875,0.014277864751950833,177,0.9385964912280702,0.9067796610169492,0.9008264462809917,0.8938053097345132,0.9196428571428571,0.9119301530806763,0.01580448805660446,161,0.8359375,0.8359375,0.8515625,0.7890625,0.8046875,0.8234375,0.022963966338592292,159,0.8842975206611571,0.8699186991869918,0.8755020080321285,0.8381742738589212,0.8583333333333333,0.8652451670145064,0.015941415063803997,177,0.915740966796875,0.910614013671875,0.924285888671875,0.862579345703125,0.918182373046875,0.906280517578125,0.02228864851392317,177,,gini,10,1.0,2.0
Decision Tree,0.03638544082641602,0.02303342997541872,0.0899324893951416,0.035579718453785325,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.91015625,0.86328125,0.87890625,0.85546875,0.8671875,0.875,0.019136638615493577,169,0.9646017699115044,0.9043478260869565,0.888,0.9026548672566371,0.9196428571428571,0.915849464079591,0.026355852732230827,151,0.8515625,0.8125,0.8671875,0.796875,0.8046875,0.8265625,0.02768757054167086,125,0.9045643153526971,0.8559670781893004,0.8774703557312253,0.8464730290456431,0.8583333333333333,0.8685616223304399,0.020623800944024696,169,0.932220458984375,0.908935546875,0.925445556640625,0.865509033203125,0.924835205078125,0.91138916015625,0.024179858082306712,173,,gini,10,1.0,5.0
Decision Tree,0.015016269683837891,0.0031897817116059994,0.08126611709594726,0.04633361906036009,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.91796875,0.86328125,0.87890625,0.8515625,0.875,0.87734375,0.022453293536249867,163,0.9652173913043478,0.8842975206611571,0.8818897637795275,0.8879310344827587,0.9137931034482759,0.9066257627352134,0.03144602554908016,179,0.8671875,0.8359375,0.875,0.8046875,0.828125,0.8421875,0.0258639771206982,21,0.9135802469135802,0.8594377510040161,0.8784313725490196,0.8442622950819673,0.8688524590163934,0.8729128249129954,0.023251712314795628,159,0.9444580078125,0.920013427734375,0.93798828125,0.894927978515625,0.926116943359375,0.924700927734375,0.017188962960837086,147,,gini,10,1.0,10.0
Decision Tree,0.014426279067993163,0.008789517319531186,0.05956568717956543,0.028561165866889456,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.90234375,0.87890625,0.89453125,0.85546875,0.87109375,0.88046875,0.016682934768798924,141,0.9478260869565217,0.9369369369369369,0.9243697478991597,0.9026548672566371,0.9203539823008849,0.926428324270028,0.015327151161066786,115,0.8515625,0.8125,0.859375,0.796875,0.8125,0.8265625,0.024407030237208294,125,0.897119341563786,0.8702928870292888,0.8906882591093117,0.8464730290456431,0.8630705394190872,0.8735288112334235,0.018454385805347945,155,0.9320068359375,0.9219970703125,0.94293212890625,0.888458251953125,0.9212646484375,0.921331787109375,0.018229908701008376,159,,gini,10,2.0,2.0
Decision Tree,0.02294149398803711,0.011747420655226912,0.10048303604125977,0.04227984122744171,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.91796875,0.859375,0.89453125,0.84765625,0.875,0.87890625,0.025073135212314395,157,0.9652173913043478,0.896551724137931,0.9243697478991597,0.8938053097345132,0.9210526315789473,0.9201993609309799,0.025692800242161945,125,0.8671875,0.8125,0.859375,0.7890625,0.8203125,0.8296875,0.029398262065979345,81,0.9135802469135802,0.8524590163934426,0.8906882591093117,0.8381742738589212,0.8677685950413223,0.8725340782633155,0.02690976157895743,163,0.9395751953125,0.919769287109375,0.94293212890625,0.89056396484375,0.924346923828125,0.9234375,0.018630179373107476,153,,gini,10,2.0,5.0
Decision Tree,0.02794499397277832,0.008832709116680132,0.09391331672668457,0.03205956049260683,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.91796875,0.8671875,0.89453125,0.84765625,0.875,0.88046875,0.024028994530046404,141,0.9652173913043478,0.9051724137931034,0.9173553719008265,0.8803418803418803,0.9137931034482759,0.9163760321576868,0.02763002045561073,145,0.8671875,0.8203125,0.8671875,0.8046875,0.828125,0.8375,0.025387620014487376,45,0.9135802469135802,0.860655737704918,0.891566265060241,0.8408163265306122,0.8688524590163934,0.8750942070451491,0.0251988327821713,141,0.9444580078125,0.923828125,0.951141357421875,0.899566650390625,0.92938232421875,0.92967529296875,0.018000700781346694,97,,gini,10,2.0,10.0
Decision Tree,0.010170459747314453,0.002575398595040192,0.04664163589477539,0.004004397909862931,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.9140625,0.875,0.9140625,0.8515625,0.8828125,0.8875,0.0240035804620894,63,0.9649122807017544,0.9210526315789473,0.9491525423728814,0.8813559322033898,0.9298245614035088,0.9292595896520963,0.02838759481848046,97,0.859375,0.8203125,0.875,0.8125,0.828125,0.8390625,0.0240035804620894,33,0.9090909090909091,0.8677685950413223,0.9105691056910569,0.8455284552845529,0.8760330578512396,0.8817980245918162,0.024972857444299435,43,0.951629638671875,0.9384765625,0.96795654296875,0.910980224609375,0.936553955078125,0.941119384765625,0.01879837828258959,19,,gini,10,5.0,2.0
Decision Tree,0.013558340072631837,0.005512528604442822,0.06455087661743164,0.03675467896436107,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.9140625,0.875,0.9140625,0.8515625,0.8828125,0.8875,0.0240035804620894,63,0.9649122807017544,0.9210526315789473,0.9491525423728814,0.8813559322033898,0.9298245614035088,0.9292595896520963,0.02838759481848046,97,0.859375,0.8203125,0.875,0.8125,0.828125,0.8390625,0.0240035804620894,33,0.9090909090909091,0.8677685950413223,0.9105691056910569,0.8455284552845529,0.8760330578512396,0.8817980245918162,0.024972857444299435,43,0.951629638671875,0.9384765625,0.96795654296875,0.910980224609375,0.936553955078125,0.941119384765625,0.01879837828258959,19,,gini,10,5.0,5.0
Decision Tree,0.009855508804321289,0.002003617101020565,0.05393781661987305,0.00744701109959596,,,,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.9140625,0.875,0.9140625,0.8515625,0.8828125,0.8875,0.0240035804620894,63,0.9649122807017544,0.9210526315789473,0.9491525423728814,0.8813559322033898,0.9298245614035088,0.9292595896520963,0.02838759481848046,97,0.859375,0.8203125,0.875,0.8125,0.828125,0.8390625,0.0240035804620894,33,0.9090909090909091,0.8677685950413223,0.9105691056910569,0.8455284552845529,0.8760330578512396,0.8817980245918162,0.024972857444299435,43,0.951629638671875,0.9384765625,0.96795654296875,0.910980224609375,0.936553955078125,0.941119384765625,0.01879837828258959,19,,gini,10,5.0,10.0
Decision Tree,0.01391897201538086,0.004677993783277273,0.08189244270324707,0.03783546186874308,,,,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8828125,0.875,0.8828125,0.859375,0.8671875,0.8734375,0.009110862335695781,173,0.9224137931034483,0.9210526315789473,0.9016393442622951,0.8898305084745762,0.9122807017543859,0.9094433958347306,0.012301418099570523,173,0.8359375,0.8203125,0.859375,0.8203125,0.8125,0.8296875,0.016682934768798924,81,0.8770491803278688,0.8677685950413223,0.88,0.8536585365853658,0.859504132231405,0.8675960888371923,0.0100297839831048,175,0.91253662109375,0.9095458984375,0.92474365234375,0.873870849609375,0.91876220703125,0.907891845703125,0.017798236691006275,175,,entropy,,1.0,2.0
